learner,frac,qini
T-learner,0.537788881948782,203.63293360631764
T-learner,0.5410680824484697,202.8247602441151
T-learner,0.5443472829481574,199.9595141700405
T-learner,0.5476264834478451,200.52890422778256
T-learner,0.5509056839475328,204.76736210345814
T-learner,0.5541848844472205,207.80454545454552
T-learner,0.5574640849469081,206.73076923076928
T-learner,0.5607432854465959,209.14863725765662
T-learner,0.5640224859462836,207.93713327745178
T-learner,0.5673016864459712,209.31359466221852
T-learner,0.570580886945659,208.12330660768595
T-learner,0.5738600874453467,209.43249176728875
T-learner,0.5771392879450343,214.04504504504501
T-learner,0.5804184884447221,213.4736842105263
T-learner,0.5836976889444098,215.47720528729434
T-learner,0.5869768894440974,217.0563607085346
T-learner,0.5902560899437851,223.2302965535667
T-learner,0.5935352904434729,226.86965755242903
T-learner,0.5968144909431605,224.4745449749406
T-learner,0.6000936914428482,221.87152595700053
T-learner,0.603372891942536,221.28616106333072
T-learner,0.6066520924422236,219.24727838258167
T-learner,0.6099312929419113,218.69208966761147
T-learner,0.613210493441599,220.4814150217893
T-learner,0.6164896939412867,221.4977052524223
T-learner,0.6197688944409744,223.0746003552398
T-learner,0.623048094940662,224.91679273827538
T-learner,0.6263272954403498,222.70647265429
T-learner,0.6296064959400375,221.18399999999997
T-learner,0.6328856964397251,220.89838107098382
T-learner,0.6361648969394129,223.7792079207921
T-learner,0.6394440974391006,219.5344827586207
T-learner,0.6427232979387882,219.32352941176475
T-learner,0.6460024984384759,219.4669270197706
T-learner,0.6492816989381637,220.47158814958715
T-learner,0.6525608994378513,223.49553032133366
T-learner,0.655840099937539,222.28540514546768
T-learner,0.6591193004372268,218.44702224348242
T-learner,0.6623985009369144,219.0984542211653
T-learner,0.6656777014366021,217.53311258278148
T-learner,0.6689569019362899,221.1068989875206
T-learner,0.6722361024359775,219.95505617977528
T-learner,0.6755153029356652,222.97414395527602
T-learner,0.6787945034353529,223.63446838081995
T-learner,0.6820737039350406,226.45261701637082
T-learner,0.6853529044347283,232.68203716448727
T-learner,0.688632104934416,234.76624857468641
T-learner,0.6919113054341037,233.98978897208985
T-learner,0.6951905059337914,237.3864406779661
T-learner,0.698469706433479,236.37651821862346
T-learner,0.7017489069331667,240.81987021705078
T-learner,0.7050281074328545,239.22796081923423
T-learner,0.7083073079325422,239.47134321752606
T-learner,0.7115865084322298,239.68795419511127
T-learner,0.7148657089319176,239.89020381328078
T-learner,0.7181449094316052,242.69735980798606
T-learner,0.7214241099312929,243.32494030822664
T-learner,0.7247033104309807,243.69275675675675
T-learner,0.7279825109306683,242.25581395348837
T-learner,0.731261711430356,241.20257510729613
T-learner,0.7345409119300437,242.82408198121266
T-learner,0.7378201124297314,239.85350318471336
T-learner,0.7410993129294191,243.44829773736518
T-learner,0.7443785134291068,241.43536842105266
T-learner,0.7476577139287945,242.8636077938404
T-learner,0.7509369144284822,244.70279283034603
T-learner,0.7542161149281699,243.53991291727147
T-learner,0.7574953154278576,244.0
T-learner,0.7607745159275453,243.79306097310615
T-learner,0.764053716427233,242.96481178396073
T-learner,0.7673329169269206,243.96924017111428
T-learner,0.7706121174266084,243.76323797930615
T-learner,0.7738913179262961,244.9658654817208
T-learner,0.7771705184259837,247.1763523024331
T-learner,0.7804497189256715,248.0
T-learner,0.7837289194253592,248.38157894736844
T-learner,0.7870081199250468,248.0
T-learner,0.7902873204247346,247.96558544303798
T-learner,0.7935665209244223,247.1713272942103
T-learner,0.7968457214241099,246.5851793765928
T-learner,0.8001249219237976,248.37902753368485
T-learner,0.8034041224234854,248.17370161447184
T-learner,0.806683322923173,251.9711296260415
T-learner,0.8099625234228607,253.15063731170346
T-learner,0.8132417239225485,253.33243503368624
T-learner,0.8165209244222361,253.74434649290913
T-learner,0.8198001249219238,251.73659095247183
T-learner,0.8230793254216114,253.32978318752384
T-learner,0.8263585259212992,250.11405835543758
T-learner,0.8296377264209869,251.31660377358492
T-learner,0.8329169269206745,252.7025197442648
T-learner,0.8361961274203623,249.51600224592926
T-learner,0.83947532792005,250.7282385834111
T-learner,0.8427545284197376,252.7054450845568
T-learner,0.8460337289194254,255.4999074245511
T-learner,0.8493129294191131,258.0626038781163
T-learner,0.8525921299188007,259.0551876379691
T-learner,0.8558713304184884,258.2965403624381
T-learner,0.8591505309181762,255.84206682490412
T-learner,0.8624297314178638,262.0353112486348
T-learner,0.8657089319175515,263.62343551605295
T-learner,0.8689881324172393,265.25537294563844
T-learner,0.8722673329169269,268.04030951952484
T-learner,0.8755465334166146,269.4451612903225
T-learner,0.8788257339163024,267.01250223254146
T-learner,0.88210493441599,269.0245551601424
T-learner,0.8853841349156777,270.6119879411243
T-learner,0.8886633354153654,275.2447466007417
T-learner,0.8919425359150531,278.69741697416976
T-learner,0.8952217364147408,278.081450341566
T-learner,0.8985009369144284,279.85744234800836
T-learner,0.9017801374141162,281.6905548791094
T-learner,0.9050593379138039,281.88823427482237
T-learner,0.9083385384134915,279.4747195858499
T-learner,0.9116177389131792,278.63179628355124
T-learner,0.914896939412867,279.01097770154377
T-learner,0.9181761399125546,278.1913875598086
T-learner,0.9214553404122423,274.755748594788
T-learner,0.9247345409119301,274.95689801459366
T-learner,0.9280137414116177,274.34122821857557
T-learner,0.9312929419113054,274.7411526794742
T-learner,0.9345721424109932,276.5438360765871
T-learner,0.9378513429106808,276.7550200803214
T-learner,0.9411305434103685,282.40200000000004
T-learner,0.9444097439100562,277.16744186046515
T-learner,0.9476889444097439,279.0133995037221
T-learner,0.9509681449094316,278.0378850271784
T-learner,0.9542473454091193,280.4186237477419
T-learner,0.957526545908807,280.1808806678671
T-learner,0.9608057464084947,281.55133017790104
T-learner,0.9640849469081824,281.3426061493411
T-learner,0.9673641474078701,277.0976163450624
T-learner,0.9706433479075578,280.9065783093582
T-learner,0.9739225484072455,282.9085051546391
